DBN,Grade,Year,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4,School Type,C.NumberTested,C.Mean Scale Score,C.Num Level 1,C.Pct Level 1,C.Num Level 2,C.Pct Level 2,C.Num Level 3,C.Pct Level 3,C.Num Level 4,C.Pct Level 4,C.Num Level 3 and 4,C.Pct Level 3 and 4,Broough,School Name_x,Program Type,Average Class Size,School Name_y,% Female,% Male,% Asian,% Black,% Hispanic,% Other,% White,AvgOfMajor N,AvgOfNoCrim N,AvgOfVio N,schoolname,eng_p_11,aca_p_11,eng_t_11,aca_t_11,eng_s_11,aca_s_11,Funding
08X062,5,2011.0,103.0,681,7,6.8,35,34,42,40.8,19,18.4,61,59.2,Public,,,,,,,,,,,,,,,,,P.S. 062 Inocensio Casanova,44.3%,55.7%,0.0%,21.0%,77.3%,0.4%,1.3%,0.52,2.49,0.75,P.S. 062 Inocensio Casanova,8.0,8.7,7.0,7.5,,,3689392.0
08X062,All Grades,2011.0,314.0,677,37,11.8,130,41.4,111,35.4,36,11.5,147,46.8,Public,,,,,,,,,,,,,,,,,P.S. 062 Inocensio Casanova,44.3%,55.7%,0.0%,21.0%,77.3%,0.4%,1.3%,0.52,2.49,0.75,P.S. 062 Inocensio Casanova,8.0,8.7,7.0,7.5,,,3689392.0
08X069,3,2011.0,103.0,689,12,11.7,23,22.3,53,51.5,15,14.6,68,66,Public,,,,,,,,,,,,,,,,,P.S. 069 The New Vision School,49.2%,50.8%,2.8%,16.6%,75.9%,3.0%,1.7%,0.33,1.76,0.59,P.S. 069 The New Vision School,8.1,8.7,7.6,8.3,,,3251355.0
08X069,4,2011.0,111.0,693,2,1.8,30,27,50,45,29,26.1,79,71.2,Public,,,,,,,,,,,,,,,,,P.S. 069 The New Vision School,49.2%,50.8%,2.8%,16.6%,75.9%,3.0%,1.7%,0.33,1.76,0.59,P.S. 069 The New Vision School,8.1,8.7,7.6,8.3,,,3251355.0
08X069,5,2011.0,107.0,694,5,4.7,15,14,48,44.9,39,36.4,87,81.3,Public,,,,,,,,,,,,,,,,,P.S. 069 The New Vision School,49.2%,50.8%,2.8%,16.6%,75.9%,3.0%,1.7%,0.33,1.76,0.59,P.S. 069 The New Vision School,8.1,8.7,7.6,8.3,,,3251355.0
08X069,All Grades,2011.0,321.0,692,19,5.9,68,21.2,151,47,83,25.9,234,72.9,Public,,,,,,,,,,,,,,,,,P.S. 069 The New Vision School,49.2%,50.8%,2.8%,16.6%,75.9%,3.0%,1.7%,0.33,1.76,0.59,P.S. 069 The New Vision School,8.1,8.7,7.6,8.3,,,3251355.0
08X071,3,2011.0,206.0,688,13,6.3,63,30.6,108,52.4,22,10.7,130,63.1,Public,,,,,,,,,,,,,,,,,P.S. 071 Rose E. Scala,50.4%,49.6%,6.3%,4.7%,55.5%,1.9%,31.7%,0.81,6.51,1.78,P.S. 071 Rose E. Scala,7.1,7.5,6.4,7.2,7.6,7.9,9620305.0
08X071,4,2011.0,205.0,690,6,2.9,58,28.3,92,44.9,49,23.9,141,68.8,Public,,,,,,,,,,,,,,,,,P.S. 071 Rose E. Scala,50.4%,49.6%,6.3%,4.7%,55.5%,1.9%,31.7%,0.81,6.51,1.78,P.S. 071 Rose E. Scala,7.1,7.5,6.4,7.2,7.6,7.9,9620305.0
08X071,5,2011.0,213.0,688,4,1.9,51,23.9,116,54.5,42,19.7,158,74.2,Public,,,,,,,,,,,,,,,,,P.S. 071 Rose E. Scala,50.4%,49.6%,6.3%,4.7%,55.5%,1.9%,31.7%,0.81,6.51,1.78,P.S. 071 Rose E. Scala,7.1,7.5,6.4,7.2,7.6,7.9,9620305.0
08X071,6,2011.0,161.0,690,8,5,31,19.3,65,40.4,57,35.4,122,75.8,Public,,,,,,,,,,,,,,,,,P.S. 071 Rose E. Scala,50.4%,49.6%,6.3%,4.7%,55.5%,1.9%,31.7%,0.81,6.51,1.78,P.S. 071 Rose E. Scala,7.1,7.5,6.4,7.2,7.6,7.9,9620305.0
08X071,7,2011.0,146.0,683,5,3.4,39,26.7,45,30.8,57,39,102,69.9,Public,,,,,,,,,,,,,,,,,P.S. 071 Rose E. Scala,50.4%,49.6%,6.3%,4.7%,55.5%,1.9%,31.7%,0.81,6.51,1.78,P.S. 071 Rose E. Scala,7.1,7.5,6.4,7.2,7.6,7.9,9620305.0
08X071,8,2011.0,140.0,687,6,4.3,35,25,62,44.3,37,26.4,99,70.7,Public,,,,,,,,,,,,,,,,,P.S. 071 Rose E. Scala,50.4%,49.6%,6.3%,4.7%,55.5%,1.9%,31.7%,0.81,6.51,1.78,P.S. 071 Rose E. Scala,7.1,7.5,6.4,7.2,7.6,7.9,9620305.0
08X071,All Grades,2011.0,1071.0,688,42,3.9,277,25.9,488,45.6,264,24.6,752,70.2,Public,,,,,,,,,,,,,,,,,P.S. 071 Rose E. Scala,50.4%,49.6%,6.3%,4.7%,55.5%,1.9%,31.7%,0.81,6.51,1.78,P.S. 071 Rose E. Scala,7.1,7.5,6.4,7.2,7.6,7.9,9620305.0
08X072,3,2011.0,131.0,676,19,14.5,72,55,38,29,2,1.5,40,30.5,Public,,,,,,,,,,,,,,,,,P.S. 072 Dr. William Dorney,48.5%,51.5%,4.2%,20.4%,68.5%,0.1%,6.7%,0.52,2.49,0.75,P.S. 072 Dr. William Dorney,7.9,8.0,7.6,8.1,,,5026869.0
08X072,4,2011.0,137.0,676,18,13.1,52,38,46,33.6,21,15.3,67,48.9,Public,,,,,,,,,,,,,,,,,P.S. 072 Dr. William Dorney,48.5%,51.5%,4.2%,20.4%,68.5%,0.1%,6.7%,0.52,2.49,0.75,P.S. 072 Dr. William Dorney,7.9,8.0,7.6,8.1,,,5026869.0
08X072,5,2011.0,154.0,673,17,11,69,44.8,50,32.5,18,11.7,68,44.2,Public,,,,,,,,,,,,,,,,,P.S. 072 Dr. William Dorney,48.5%,51.5%,4.2%,20.4%,68.5%,0.1%,6.7%,0.52,2.49,0.75,P.S. 072 Dr. William Dorney,7.9,8.0,7.6,8.1,,,5026869.0
08X072,All Grades,2011.0,422.0,675,54,12.8,193,45.7,134,31.8,41,9.7,175,41.5,Public,,,,,,,,,,,,,,,,,P.S. 072 Dr. William Dorney,48.5%,51.5%,4.2%,20.4%,68.5%,0.1%,6.7%,0.52,2.49,0.75,P.S. 072 Dr. William Dorney,7.9,8.0,7.6,8.1,,,5026869.0
08X075,3,2011.0,94.0,679,10,10.6,50,53.2,29,30.9,5,5.3,34,36.2,Public,,,,,,,,,,,,,,,,,P.S. 075,49.8%,50.2%,0.5%,24.8%,72.6%,0.6%,1.4%,0.33,1.76,0.59,P.S. 075,8.1,8.4,6.9,7.4,,,3758435.0
08X075,4,2011.0,99.0,683,7,7.1,29,29.3,46,46.5,17,17.2,63,63.6,Public,,,,,,,,,,,,,,,,,P.S. 075,49.8%,50.2%,0.5%,24.8%,72.6%,0.6%,1.4%,0.33,1.76,0.59,P.S. 075,8.1,8.4,6.9,7.4,,,3758435.0
08X075,5,2011.0,86.0,684,6,7,23,26.7,40,46.5,17,19.8,57,66.3,Public,,,,,,,,,,,,,,,,,P.S. 075,49.8%,50.2%,0.5%,24.8%,72.6%,0.6%,1.4%,0.33,1.76,0.59,P.S. 075,8.1,8.4,6.9,7.4,,,3758435.0
08X075,All Grades,2011.0,279.0,682,23,8.2,102,36.6,115,41.2,39,14,154,55.2,Public,,,,,,,,,,,,,,,,,P.S. 075,49.8%,50.2%,0.5%,24.8%,72.6%,0.6%,1.4%,0.33,1.76,0.59,P.S. 075,8.1,8.4,6.9,7.4,,,3758435.0
08X093,3,2011.0,57.0,677,14,24.6,19,33.3,22,38.6,2,3.5,24,42.1,Public,,,,,,,,,,,,,,,,,P.S. 093 Albert G. Oliver,47.5%,52.5%,0.5%,53.0%,43.0%,3.0%,0.5%,,,,P.S. 093 Albert G. Oliver,8.3,7.7,6.5,7.1,,,2755625.0
08X093,4,2011.0,61.0,680,6,9.8,16,26.2,31,50.8,8,13.1,39,63.9,Public,,,,,,,,,,,,,,,,,P.S. 093 Albert G. Oliver,47.5%,52.5%,0.5%,53.0%,43.0%,3.0%,0.5%,,,,P.S. 093 Albert G. Oliver,8.3,7.7,6.5,7.1,,,2755625.0
08X093,5,2011.0,41.0,685,0,0,13,31.7,21,51.2,7,17.1,28,68.3,Public,,,,,,,,,,,,,,,,,P.S. 093 Albert G. Oliver,47.5%,52.5%,0.5%,53.0%,43.0%,3.0%,0.5%,,,,P.S. 093 Albert G. Oliver,8.3,7.7,6.5,7.1,,,2755625.0
08X093,All Grades,2011.0,159.0,680,20,12.6,48,30.2,74,46.5,17,10.7,91,57.2,Public,,,,,,,,,,,,,,,,,P.S. 093 Albert G. Oliver,47.5%,52.5%,0.5%,53.0%,43.0%,3.0%,0.5%,,,,P.S. 093 Albert G. Oliver,8.3,7.7,6.5,7.1,,,2755625.0
08X100,3,2011.0,98.0,683,12,12.2,27,27.6,55,56.1,4,4.1,59,60.2,Public,,,,,,,,,,,,,,,,,P.S. 100 Isaac Clason,44.9%,55.1%,0.9%,39.7%,58.3%,0.4%,0.7%,0.33,1.76,0.59,P.S. 100 Isaac Clason,8.0,8.5,6.1,7.0,,,4090173.0
08X100,4,2011.0,109.0,683,5,4.6,40,36.7,39,35.8,25,22.9,64,58.7,Public,,,,,,,,,,,,,,,,,P.S. 100 Isaac Clason,44.9%,55.1%,0.9%,39.7%,58.3%,0.4%,0.7%,0.33,1.76,0.59,P.S. 100 Isaac Clason,8.0,8.5,6.1,7.0,,,4090173.0
08X100,5,2011.0,123.0,679,10,8.1,42,34.1,59,48,12,9.8,71,57.7,Public,,,,,,,,,,,,,,,,,P.S. 100 Isaac Clason,44.9%,55.1%,0.9%,39.7%,58.3%,0.4%,0.7%,0.33,1.76,0.59,P.S. 100 Isaac Clason,8.0,8.5,6.1,7.0,,,4090173.0
08X100,All Grades,2011.0,330.0,682,27,8.2,109,33,153,46.4,41,12.4,194,58.8,Public,,,,,,,,,,,,,,,,,P.S. 100 Isaac Clason,44.9%,55.1%,0.9%,39.7%,58.3%,0.4%,0.7%,0.33,1.76,0.59,P.S. 100 Isaac Clason,8.0,8.5,6.1,7.0,,,4090173.0
08X101,6,2011.0,171.0,695,4,2.3,32,18.7,74,43.3,61,35.7,135,78.9,Public,,,,,,,,,,,,,,,,,M.S. X101 Edward R. Byrne,50.5%,49.5%,12.3%,18.4%,48.1%,1.3%,19.9%,,,,M.S. X101 Edward R. Byrne,7.8,8.3,7.7,8.9,7.3,8.0,2573467.0
08X101,7,2011.0,141.0,693,1,0.7,22,15.6,50,35.5,68,48.2,118,83.7,Public,,,,,,,,,,,,,,,,,M.S. X101 Edward R. Byrne,50.5%,49.5%,12.3%,18.4%,48.1%,1.3%,19.9%,,,,M.S. X101 Edward R. Byrne,7.8,8.3,7.7,8.9,7.3,8.0,2573467.0
08X101,8,2011.0,145.0,688,5,3.4,42,29,50,34.5,48,33.1,98,67.6,Public,,,,,,,,,,,,,,,,,M.S. X101 Edward R. Byrne,50.5%,49.5%,12.3%,18.4%,48.1%,1.3%,19.9%,,,,M.S. X101 Edward R. Byrne,7.8,8.3,7.7,8.9,7.3,8.0,2573467.0
08X101,All Grades,2011.0,457.0,692,10,2.2,96,21,174,38.1,177,38.7,351,76.8,Public,,,,,,,,,,,,,,,,,M.S. X101 Edward R. Byrne,50.5%,49.5%,12.3%,18.4%,48.1%,1.3%,19.9%,,,,M.S. X101 Edward R. Byrne,7.8,8.3,7.7,8.9,7.3,8.0,2573467.0
08X107,3,2011.0,83.0,669,29,34.9,35,42.2,19,22.9,0,0,19,22.9,Public,,,,,,,,,,,,,,,,,P.S. 107,54.8%,45.2%,1.0%,46.6%,52.1%,0.0%,0.4%,0.33,1.76,0.59,P.S. 107,7.4,7.6,6.5,7.4,,,3104870.0
08X107,4,2011.0,74.0,656,17,23,39,52.7,13,17.6,5,6.8,18,24.3,Public,,,,,,,,,,,,,,,,,P.S. 107,54.8%,45.2%,1.0%,46.6%,52.1%,0.0%,0.4%,0.33,1.76,0.59,P.S. 107,7.4,7.6,6.5,7.4,,,3104870.0
08X107,5,2011.0,89.0,660,21,23.6,39,43.8,28,31.5,1,1.1,29,32.6,Public,,,,,,,,,,,,,,,,,P.S. 107,54.8%,45.2%,1.0%,46.6%,52.1%,0.0%,0.4%,0.33,1.76,0.59,P.S. 107,7.4,7.6,6.5,7.4,,,3104870.0
08X107,All Grades,2011.0,246.0,662,67,27.2,113,45.9,60,24.4,6,2.4,66,26.8,Public,,,,,,,,,,,,,,,,,P.S. 107,54.8%,45.2%,1.0%,46.6%,52.1%,0.0%,0.4%,0.33,1.76,0.59,P.S. 107,7.4,7.6,6.5,7.4,,,3104870.0
08X119,3,2011.0,145.0,678,25,17.2,52,35.9,59,40.7,9,6.2,68,46.9,Public,,,,,,,,,,,,,,,,,P.S. 119,52.2%,47.8%,31.2%,9.9%,55.6%,0.1%,3.2%,0.56,3.56,1.05,P.S. 119,7.5,7.8,7.5,7.9,,,4964871.0
08X119,4,2011.0,155.0,691,11,7.1,30,19.4,66,42.6,48,31,114,73.5,Public,,,,,,,,,,,,,,,,,P.S. 119,52.2%,47.8%,31.2%,9.9%,55.6%,0.1%,3.2%,0.56,3.56,1.05,P.S. 119,7.5,7.8,7.5,7.9,,,4964871.0
08X119,5,2011.0,136.0,686,10,7.4,40,29.4,56,41.2,30,22.1,86,63.2,Public,,,,,,,,,,,,,,,,,P.S. 119,52.2%,47.8%,31.2%,9.9%,55.6%,0.1%,3.2%,0.56,3.56,1.05,P.S. 119,7.5,7.8,7.5,7.9,,,4964871.0
08X119,All Grades,2011.0,436.0,685,46,10.6,122,28,181,41.5,87,20,268,61.5,Public,,,,,,,,,,,,,,,,,P.S. 119,52.2%,47.8%,31.2%,9.9%,55.6%,0.1%,3.2%,0.56,3.56,1.05,P.S. 119,7.5,7.8,7.5,7.9,,,4964871.0
08X123,6,2011.0,150.0,661,27,18,68,45.3,39,26,16,10.7,55,36.7,Public,,,,,,,,,,,,,,,,,J.H.S. 123 James M. Kieran,49.1%,50.9%,0.9%,29.4%,68.5%,0.4%,0.8%,,,,J.H.S. 123 James M. Kieran,7.6,8.1,6.1,6.8,6.7,7.5,3219358.0
08X123,7,2011.0,162.0,660,22,13.6,88,54.3,42,25.9,10,6.2,52,32.1,Public,,,,,,,,,,,,,,,,,J.H.S. 123 James M. Kieran,49.1%,50.9%,0.9%,29.4%,68.5%,0.4%,0.8%,,,,J.H.S. 123 James M. Kieran,7.6,8.1,6.1,6.8,6.7,7.5,3219358.0
08X123,8,2011.0,190.0,667,33,17.4,54,28.4,84,44.2,19,10,103,54.2,Public,,,,,,,,,,,,,,,,,J.H.S. 123 James M. Kieran,49.1%,50.9%,0.9%,29.4%,68.5%,0.4%,0.8%,,,,J.H.S. 123 James M. Kieran,7.6,8.1,6.1,6.8,6.7,7.5,3219358.0
08X123,All Grades,2011.0,502.0,663,82,16.3,210,41.8,165,32.9,45,9,210,41.8,Public,,,,,,,,,,,,,,,,,J.H.S. 123 James M. Kieran,49.1%,50.9%,0.9%,29.4%,68.5%,0.4%,0.8%,,,,J.H.S. 123 James M. Kieran,7.6,8.1,6.1,6.8,6.7,7.5,3219358.0
08X125,6,2011.0,198.0,657,40,20.2,96,48.5,55,27.8,7,3.5,62,31.3,Public,,,,,,,,,,,,,,,,,J.H.S. 125 Henry Hudson,50.7%,49.3%,23.9%,16.0%,57.8%,1.1%,1.2%,,,,J.H.S. 125 Henry Hudson,7.1,7.2,6.8,7.2,6.4,7.3,3934327.0
08X125,7,2011.0,228.0,662,37,16.2,96,42.1,68,29.8,27,11.8,95,41.7,Public,,,,,,,,,,,,,,,,,J.H.S. 125 Henry Hudson,50.7%,49.3%,23.9%,16.0%,57.8%,1.1%,1.2%,,,,J.H.S. 125 Henry Hudson,7.1,7.2,6.8,7.2,6.4,7.3,3934327.0
08X125,8,2011.0,218.0,653,48,22,114,52.3,46,21.1,10,4.6,56,25.7,Public,,,,,,,,,,,,,,,,,J.H.S. 125 Henry Hudson,50.7%,49.3%,23.9%,16.0%,57.8%,1.1%,1.2%,,,,J.H.S. 125 Henry Hudson,7.1,7.2,6.8,7.2,6.4,7.3,3934327.0
08X125,All Grades,2011.0,644.0,658,125,19.4,306,47.5,169,26.2,44,6.8,213,33.1,Public,,,,,,,,,,,,,,,,,J.H.S. 125 Henry Hudson,50.7%,49.3%,23.9%,16.0%,57.8%,1.1%,1.2%,,,,J.H.S. 125 Henry Hudson,7.1,7.2,6.8,7.2,6.4,7.3,3934327.0
08X130,3,2011.0,80.0,674,19,23.8,38,47.5,21,26.3,2,2.5,23,28.8,Public,,,,,,,,,,,,,,,,,P.S. 130 Abram Stevens Hewitt,52.4%,47.6%,0.6%,24.1%,73.9%,0.2%,1.2%,0.35,1.09,0.5,P.S. 130 Abram Stevens Hewitt,8.2,8.7,7.7,7.9,,,2865185.0
08X130,4,2011.0,79.0,669,6,7.6,44,55.7,25,31.6,4,5.1,29,36.7,Public,,,,,,,,,,,,,,,,,P.S. 130 Abram Stevens Hewitt,52.4%,47.6%,0.6%,24.1%,73.9%,0.2%,1.2%,0.35,1.09,0.5,P.S. 130 Abram Stevens Hewitt,8.2,8.7,7.7,7.9,,,2865185.0
08X130,5,2011.0,94.0,669,10,10.6,41,43.6,37,39.4,6,6.4,43,45.7,Public,,,,,,,,,,,,,,,,,P.S. 130 Abram Stevens Hewitt,52.4%,47.6%,0.6%,24.1%,73.9%,0.2%,1.2%,0.35,1.09,0.5,P.S. 130 Abram Stevens Hewitt,8.2,8.7,7.7,7.9,,,2865185.0
08X130,All Grades,2011.0,253.0,670,35,13.8,123,48.6,83,32.8,12,4.7,95,37.5,Public,,,,,,,,,,,,,,,,,P.S. 130 Abram Stevens Hewitt,52.4%,47.6%,0.6%,24.1%,73.9%,0.2%,1.2%,0.35,1.09,0.5,P.S. 130 Abram Stevens Hewitt,8.2,8.7,7.7,7.9,,,2865185.0
08X131,6,2011.0,269.0,664,44,16.4,129,48,78,29,18,6.7,96,35.7,Public,,,,,,,,,,,,,,,,,J.H.S. 131 Albert Einstein,50.3%,49.7%,1.8%,39.4%,57.8%,0.6%,0.5%,,,,J.H.S. 131 Albert Einstein,7.2,7.4,6.7,7.4,6.3,7.2,4715855.0
08X131,7,2011.0,274.0,655,63,23,132,48.2,63,23,16,5.8,79,28.8,Public,,,,,,,,,,,,,,,,,J.H.S. 131 Albert Einstein,50.3%,49.7%,1.8%,39.4%,57.8%,0.6%,0.5%,,,,J.H.S. 131 Albert Einstein,7.2,7.4,6.7,7.4,6.3,7.2,4715855.0
08X131,8,2011.0,291.0,658,43,14.8,176,60.5,68,23.4,4,1.4,72,24.7,Public,,,,,,,,,,,,,,,,,J.H.S. 131 Albert Einstein,50.3%,49.7%,1.8%,39.4%,57.8%,0.6%,0.5%,,,,J.H.S. 131 Albert Einstein,7.2,7.4,6.7,7.4,6.3,7.2,4715855.0
08X131,All Grades,2011.0,834.0,659,150,18,437,52.4,209,25.1,38,4.6,247,29.6,Public,,,,,,,,,,,,,,,,,J.H.S. 131 Albert Einstein,50.3%,49.7%,1.8%,39.4%,57.8%,0.6%,0.5%,,,,J.H.S. 131 Albert Einstein,7.2,7.4,6.7,7.4,6.3,7.2,4715855.0
08X138,3,2011.0,161.0,682,15,9.3,62,38.5,78,48.4,6,3.7,84,52.2,Public,,,,,,,,,,,,,,,,,P.S. 138 Samuel Randall,50.6%,49.4%,1.9%,30.6%,65.5%,1.4%,0.6%,0.52,2.49,0.75,P.S. 138 Samuel Randall,7.9,8.5,7.9,8.3,,,4617332.0
08X138,4,2011.0,146.0,685,5,3.4,59,40.4,47,32.2,35,24,82,56.2,Public,,,,,,,,,,,,,,,,,P.S. 138 Samuel Randall,50.6%,49.4%,1.9%,30.6%,65.5%,1.4%,0.6%,0.52,2.49,0.75,P.S. 138 Samuel Randall,7.9,8.5,7.9,8.3,,,4617332.0
08X138,5,2011.0,166.0,670,17,10.2,76,45.8,64,38.6,9,5.4,73,44,Public,,,,,,,,,,,,,,,,,P.S. 138 Samuel Randall,50.6%,49.4%,1.9%,30.6%,65.5%,1.4%,0.6%,0.52,2.49,0.75,P.S. 138 Samuel Randall,7.9,8.5,7.9,8.3,,,4617332.0
08X138,All Grades,2011.0,473.0,679,37,7.8,197,41.6,189,40,50,10.6,239,50.5,Public,,,,,,,,,,,,,,,,,P.S. 138 Samuel Randall,50.6%,49.4%,1.9%,30.6%,65.5%,1.4%,0.6%,0.52,2.49,0.75,P.S. 138 Samuel Randall,7.9,8.5,7.9,8.3,,,4617332.0
08X140,3,2011.0,91.0,677,17,18.7,37,40.7,34,37.4,3,3.3,37,40.7,Public,,,,,,,,,,,,,,,,,P.S. X140 The Eagle School,47.8%,52.2%,0.2%,39.9%,58.4%,0.2%,1.3%,0.33,1.76,0.59,P.S. X140 The Eagle School,8.1,8.6,7.0,7.7,,,3152698.0
08X140,4,2011.0,81.0,668,10,12.3,34,42,33,40.7,4,4.9,37,45.7,Public,,,,,,,,,,,,,,,,,P.S. X140 The Eagle School,47.8%,52.2%,0.2%,39.9%,58.4%,0.2%,1.3%,0.33,1.76,0.59,P.S. X140 The Eagle School,8.1,8.6,7.0,7.7,,,3152698.0
08X140,5,2011.0,95.0,666,13,13.7,40,42.1,31,32.6,11,11.6,42,44.2,Public,,,,,,,,,,,,,,,,,P.S. X140 The Eagle School,47.8%,52.2%,0.2%,39.9%,58.4%,0.2%,1.3%,0.33,1.76,0.59,P.S. X140 The Eagle School,8.1,8.6,7.0,7.7,,,3152698.0
08X140,All Grades,2011.0,267.0,670,40,15,111,41.6,98,36.7,18,6.7,116,43.4,Public,,,,,,,,,,,,,,,,,P.S. X140 The Eagle School,47.8%,52.2%,0.2%,39.9%,58.4%,0.2%,1.3%,0.33,1.76,0.59,P.S. X140 The Eagle School,8.1,8.6,7.0,7.7,,,3152698.0
08X146,3,2011.0,81.0,677,14,17.3,37,45.7,27,33.3,3,3.7,30,37,Public,,,,,,,,,,,,,,,,,P.S. 146 Edward Collins,52.1%,47.9%,0.2%,42.0%,55.4%,2.0%,0.4%,,,,P.S. 146 Edward Collins,7.8,7.9,8.6,8.9,,,2498567.0
08X146,4,2011.0,61.0,676,4,6.6,29,47.5,21,34.4,7,11.5,28,45.9,Public,,,,,,,,,,,,,,,,,P.S. 146 Edward Collins,52.1%,47.9%,0.2%,42.0%,55.4%,2.0%,0.4%,,,,P.S. 146 Edward Collins,7.8,7.9,8.6,8.9,,,2498567.0
08X146,5,2011.0,65.0,677,7,10.8,29,44.6,21,32.3,8,12.3,29,44.6,Public,,,,,,,,,,,,,,,,,P.S. 146 Edward Collins,52.1%,47.9%,0.2%,42.0%,55.4%,2.0%,0.4%,,,,P.S. 146 Edward Collins,7.8,7.9,8.6,8.9,,,2498567.0
08X146,All Grades,2011.0,207.0,677,25,12.1,95,45.9,69,33.3,18,8.7,87,42,Public,,,,,,,,,,,,,,,,,P.S. 146 Edward Collins,52.1%,47.9%,0.2%,42.0%,55.4%,2.0%,0.4%,,,,P.S. 146 Edward Collins,7.8,7.9,8.6,8.9,,,2498567.0
08X152,3,2011.0,142.0,680,19,13.4,59,41.5,58,40.8,6,4.2,64,45.1,Public,,,,,,,,,,,,,,,,,P.S. 152 Evergreen,51.0%,49.0%,1.5%,22.5%,74.6%,1.0%,0.4%,0.52,2.49,0.75,P.S. 152 Evergreen,7.9,8.5,7.3,8.0,,,4699856.0
08X152,4,2011.0,113.0,680,13,11.5,28,24.8,55,48.7,17,15,72,63.7,Public,,,,,,,,,,,,,,,,,P.S. 152 Evergreen,51.0%,49.0%,1.5%,22.5%,74.6%,1.0%,0.4%,0.52,2.49,0.75,P.S. 152 Evergreen,7.9,8.5,7.3,8.0,,,4699856.0
08X152,5,2011.0,138.0,685,4,2.9,32,23.2,81,58.7,21,15.2,102,73.9,Public,,,,,,,,,,,,,,,,,P.S. 152 Evergreen,51.0%,49.0%,1.5%,22.5%,74.6%,1.0%,0.4%,0.52,2.49,0.75,P.S. 152 Evergreen,7.9,8.5,7.3,8.0,,,4699856.0
08X152,All Grades,2011.0,393.0,682,36,9.2,119,30.3,194,49.4,44,11.2,238,60.6,Public,,,,,,,,,,,,,,,,,P.S. 152 Evergreen,51.0%,49.0%,1.5%,22.5%,74.6%,1.0%,0.4%,0.52,2.49,0.75,P.S. 152 Evergreen,7.9,8.5,7.3,8.0,,,4699856.0
08X182,3,2011.0,138.0,681,14,10.1,58,42,63,45.7,3,2.2,66,47.8,Public,,,,,,,,,,,,,,,,,P.S. 182,51.7%,48.3%,4.3%,29.3%,64.7%,0.1%,1.6%,0.52,2.49,0.75,P.S. 182,7.6,8.4,6.1,7.2,,,4837821.0
08X182,4,2011.0,162.0,681,6,3.7,68,42,65,40.1,23,14.2,88,54.3,Public,,,,,,,,,,,,,,,,,P.S. 182,51.7%,48.3%,4.3%,29.3%,64.7%,0.1%,1.6%,0.52,2.49,0.75,P.S. 182,7.6,8.4,6.1,7.2,,,4837821.0
08X182,5,2011.0,161.0,685,3,1.9,59,36.6,70,43.5,29,18,99,61.5,Public,,,,,,,,,,,,,,,,,P.S. 182,51.7%,48.3%,4.3%,29.3%,64.7%,0.1%,1.6%,0.52,2.49,0.75,P.S. 182,7.6,8.4,6.1,7.2,,,4837821.0
08X182,All Grades,2011.0,461.0,682,23,5,185,40.1,198,43,55,11.9,253,54.9,Public,,,,,,,,,,,,,,,,,P.S. 182,51.7%,48.3%,4.3%,29.3%,64.7%,0.1%,1.6%,0.52,2.49,0.75,P.S. 182,7.6,8.4,6.1,7.2,,,4837821.0
08X269,6,2011.0,87.0,661,19,21.8,38,43.7,27,31,3,3.4,30,34.5,Public,,,,,,,,,,,,,,,,,Bronx Studio School for Writers and Artists,57.4%,42.6%,1.3%,22.1%,74.6%,1.0%,1.0%,0.33,1.76,0.59,Bronx Studio School for Writers and Artists,7.4,7.8,6.0,6.9,,,2321476.0
08X269,7,2011.0,60.0,662,8,13.3,27,45,21,35,4,6.7,25,41.7,Public,,,,,,,,,,,,,,,,,Bronx Studio School for Writers and Artists,57.4%,42.6%,1.3%,22.1%,74.6%,1.0%,1.0%,0.33,1.76,0.59,Bronx Studio School for Writers and Artists,7.4,7.8,6.0,6.9,,,2321476.0
08X269,8,2011.0,46.0,663,4,8.7,27,58.7,15,32.6,0,0,15,32.6,Public,,,,,,,,,,,,,,,,,Bronx Studio School for Writers and Artists,57.4%,42.6%,1.3%,22.1%,74.6%,1.0%,1.0%,0.33,1.76,0.59,Bronx Studio School for Writers and Artists,7.4,7.8,6.0,6.9,,,2321476.0
08X269,All Grades,2011.0,193.0,662,31,16.1,92,47.7,63,32.6,7,3.6,70,36.3,Public,,,,,,,,,,,,,,,,,Bronx Studio School for Writers and Artists,57.4%,42.6%,1.3%,22.1%,74.6%,1.0%,1.0%,0.33,1.76,0.59,Bronx Studio School for Writers and Artists,7.4,7.8,6.0,6.9,,,2321476.0
08X301,6,2011.0,108.0,661,21,19.4,52,48.1,32,29.6,3,2.8,35,32.4,Public,,,,,,,,,,,,,,,,,M.S. 301 Paul L. Dunbar,46.7%,53.3%,0.3%,38.5%,60.7%,0.6%,0.0%,0.43,1.23,0.41,M.S. 301 Paul L. Dunbar,7.6,7.8,7.4,8.1,6.2,7.1,2055072.0
